enrollee_id,city,city_development_index,gender,relevant_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type,last_new_job,training_hours,target,target_label,experience_num,last_new_job_num,company_size_num,experience_group,city_group,training_group,job_change_flag
29638,city_40,0.7759999999999999,Unknown,Has relevent experience,Full time course,Masters,STEM,8,50-99,Pvt Ltd,2,24,0,Stay,8,2,3,Mid,High,Low,No
29342,city_138,0.836,Male,Has relevent experience,no_enrollment,Graduate,Humanities,>20,Unknown,Pvt Ltd,1,130,0,Stay,21,1,4,Senior,High,Very High,No
22943,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,32,0,Stay,21,5,4,Senior,High,Medium,No
19705,city_73,0.754,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Early Stage Startup,1,53,1,Job Change,6,1,2,Mid,High,High,Yes
7985,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,10,100-500,Pvt Ltd,1,57,0,Stay,10,1,4,Mid,High,High,No
4298,city_83,0.923,Male,No relevent experience,Part time course,Graduate,STEM,9,Unknown,Unknown,>4,4,1,Job Change,9,5,4,Mid,High,Low,Yes
22301,city_114,0.926,Unknown,No relevent experience,Full time course,Graduate,Arts,6,Unknown,Unknown,1,25,0,Stay,6,1,4,Mid,High,Low,No
2188,city_123,0.738,Female,Has relevent experience,no_enrollment,Graduate,STEM,7,<10,Early Stage Startup,2,7,0,Stay,7,2,1,Mid,Medium,Low,No
5982,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,>4,98,0,Stay,21,5,6,Senior,High,High,No
18962,city_16,0.91,Male,Has relevent experience,Full time course,Masters,Humanities,5,500-999,Pvt Ltd,>4,14,0,Stay,5,5,5,Junior,High,Low,No
1512,city_103,0.92,Unknown,No relevent experience,no_enrollment,Graduate,Humanities,>20,10000+,Pvt Ltd,2,156,0,Stay,21,2,8,Senior,High,Very High,No
8881,city_103,0.92,Unknown,Has relevent experience,no_enrollment,High School,Unknown,>20,Unknown,Unknown,>4,33,0,Stay,21,5,4,Senior,High,Medium,No
7293,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,19,Unknown,Unknown,>4,49,1,Job Change,19,5,4,Senior,High,Medium,Yes
26381,city_28,0.939,Male,No relevent experience,no_enrollment,Graduate,STEM,10,Unknown,Unknown,1,12,0,Stay,10,1,4,Mid,High,Low,No
6421,city_16,0.91,Male,Has relevent experience,no_enrollment,Unknown,Unknown,7,Unknown,Unknown,1,45,0,Stay,7,1,4,Mid,High,Medium,No
3064,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,8,1000-4999,Pvt Ltd,2,308,0,Stay,8,2,6,Mid,High,Very High,No
18377,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,Unknown,Pvt Ltd,never,2,1,Job Change,4,0,4,Junior,Medium,Low,Yes
2443,city_21,0.624,Male,Has relevent experience,no_enrollment,Masters,STEM,12,10/49,Pvt Ltd,1,59,0,Stay,12,1,2,Senior,Medium,High,No
6924,city_65,0.802,Male,No relevent experience,no_enrollment,Graduate,STEM,1,10/49,Other,1,51,1,Job Change,1,1,2,Entry,High,High,Yes
29714,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,7,<10,Early Stage Startup,2,76,0,Stay,7,2,1,Mid,High,High,No
1071,city_103,0.92,Unknown,No relevent experience,Full time course,High School,Unknown,3,50-99,Unknown,1,3,0,Stay,3,1,3,Junior,High,Low,No
3411,city_61,0.913,Male,Has relevent experience,no_enrollment,Masters,STEM,17,<10,Funded Startup,1,11,0,Stay,17,1,1,Senior,High,Low,No
3959,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,>4,92,0,Stay,6,5,3,Mid,Medium,High,No
22405,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,500-999,Pvt Ltd,4,60,0,Stay,9,4,5,Mid,High,High,No
2356,city_105,0.794,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,4,Unknown,Unknown,2,5,0,Stay,4,2,4,Junior,High,Low,No
18337,city_75,0.939,Female,Has relevent experience,no_enrollment,Masters,Other,10,1000-4999,Pvt Ltd,1,40,0,Stay,10,1,6,Mid,High,Medium,No
18452,city_141,0.763,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,12,<10,Pvt Ltd,never,97,0,Stay,12,0,1,Senior,High,High,No
10224,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,9,10000+,Pvt Ltd,1,23,0,Stay,9,1,8,Mid,High,Low,No
15884,city_64,0.6659999999999999,Male,No relevent experience,no_enrollment,Graduate,Business Degree,17,500-999,Pvt Ltd,2,60,0,Stay,17,2,5,Senior,Medium,High,No
26273,city_103,0.92,Female,No relevent experience,Full time course,Graduate,No Major,10,Unknown,Unknown,never,4,0,Stay,10,0,4,Mid,High,Low,No
9842,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,1,43,0,Stay,21,1,4,Senior,High,Medium,No
2628,city_78,0.579,Male,Has relevent experience,no_enrollment,High School,Unknown,8,Unknown,Unknown,1,20,0,Stay,8,1,4,Mid,Low,Low,No
20871,city_72,0.795,Male,Has relevent experience,Part time course,Graduate,STEM,9,100-500,Pvt Ltd,4,52,0,Stay,9,4,4,Mid,High,High,No
25204,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,86,0,Stay,6,1,8,Mid,Medium,High,No
81,city_97,0.925,Male,No relevent experience,Full time course,Primary School,Unknown,5,Unknown,Pvt Ltd,never,46,0,Stay,5,0,4,Junior,High,Medium,No
27899,city_16,0.91,Male,No relevent experience,no_enrollment,Masters,Humanities,16,10000+,Pvt Ltd,4,18,0,Stay,16,4,8,Senior,High,Low,No
17470,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,100-500,Pvt Ltd,2,28,0,Stay,8,2,4,Mid,High,Medium,No
9114,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,50-99,Pvt Ltd,2,8,0,Stay,21,2,3,Senior,High,Low,No
21575,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,62,0,Stay,11,2,3,Senior,High,High,No
28002,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Humanities,3,100-500,NGO,>4,68,1,Job Change,3,5,4,Junior,High,High,Yes
17009,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,>20,10000+,Pvt Ltd,3,43,0,Stay,21,3,8,Senior,High,Medium,No
13035,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,8,50-99,Pvt Ltd,1,34,0,Stay,8,1,3,Mid,High,Medium,No
16123,city_160,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,33,0,Stay,8,1,8,Mid,High,Medium,No
2382,city_77,0.83,Male,Has relevent experience,no_enrollment,Masters,STEM,14,1000-4999,Pvt Ltd,1,48,0,Stay,14,1,6,Senior,High,Medium,No
27004,city_21,0.624,Male,No relevent experience,Full time course,Graduate,STEM,4,Unknown,Unknown,never,70,1,Job Change,4,0,4,Junior,Medium,High,Yes
28686,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,15,Unknown,Pvt Ltd,3,40,0,Stay,15,3,4,Senior,High,Medium,No
7500,city_45,0.89,Unknown,No relevent experience,no_enrollment,Graduate,No Major,11,Unknown,Unknown,2,37,1,Job Change,11,2,4,Senior,High,Medium,Yes
24765,city_100,0.887,Unknown,No relevent experience,Full time course,High School,Unknown,4,Unknown,Unknown,1,210,0,Stay,4,1,4,Junior,High,Very High,No
29011,city_141,0.763,Female,Has relevent experience,no_enrollment,Masters,STEM,9,100-500,Pvt Ltd,1,58,0,Stay,9,1,4,Mid,High,High,No
7734,city_19,0.682,Unknown,Has relevent experience,no_enrollment,Graduate,Other,6,50-99,Pvt Ltd,1,202,0,Stay,6,1,3,Mid,Medium,Very High,No
9659,city_103,0.92,Male,No relevent experience,no_enrollment,Masters,STEM,5,10/49,Funded Startup,3,194,0,Stay,5,3,2,Junior,High,Very High,No
4731,city_36,0.893,Male,No relevent experience,no_enrollment,High School,Unknown,5,Unknown,Unknown,never,43,0,Stay,5,0,4,Junior,High,Medium,No
5496,city_61,0.913,Unknown,Has relevent experience,no_enrollment,Phd,STEM,>20,100-500,Unknown,1,74,0,Stay,21,1,4,Senior,High,High,No
13580,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,10/49,Pvt Ltd,>4,107,0,Stay,6,5,2,Mid,High,Very High,No
12315,city_143,0.74,Female,No relevent experience,no_enrollment,Graduate,STEM,6,10000+,Pvt Ltd,1,40,0,Stay,6,1,8,Mid,Medium,Medium,No
19637,city_21,0.624,Unknown,No relevent experience,no_enrollment,Graduate,STEM,<1,Unknown,Unknown,1,111,1,Job Change,0,1,4,Entry,Medium,Very High,Yes
26549,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,5,Unknown,Public Sector,1,164,0,Stay,5,1,4,Junior,High,Very High,No
4146,city_103,0.92,Male,No relevent experience,no_enrollment,High School,Unknown,2,Unknown,Unknown,never,41,0,Stay,2,0,4,Junior,High,Medium,No
23346,city_50,0.8959999999999999,Male,No relevent experience,no_enrollment,Primary School,Unknown,3,Unknown,Unknown,never,103,0,Stay,3,0,4,Junior,High,Very High,No
15524,city_114,0.926,Unknown,No relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,18,0,Stay,8,1,8,Mid,High,Low,No
5897,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Pvt Ltd,>4,78,0,Stay,21,5,2,Senior,High,High,No
12271,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,1,28,0,Stay,9,1,4,Mid,High,Medium,No
15349,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,>4,52,0,Stay,21,5,4,Senior,High,High,No
18027,city_11,0.55,Unknown,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,never,12,1,Job Change,2,0,4,Junior,Low,Low,Yes
13299,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Pvt Ltd,2,17,1,Job Change,5,2,4,Junior,Medium,Low,Yes
24538,city_114,0.926,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,4,15,0,Stay,21,4,4,Senior,High,Low,No
14434,city_101,0.5579999999999999,Unknown,No relevent experience,no_enrollment,Graduate,STEM,3,50-99,Pvt Ltd,1,27,0,Stay,3,1,3,Junior,Low,Medium,No
3034,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,7,0,Stay,6,1,6,Mid,High,Low,No
10254,city_160,0.92,Unknown,No relevent experience,no_enrollment,High School,Unknown,6,10/49,Pvt Ltd,2,70,0,Stay,6,2,2,Mid,High,High,No
20097,city_103,0.92,Other,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,3,107,1,Job Change,21,3,4,Senior,High,Very High,Yes
17232,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Early Stage Startup,never,3,1,Job Change,11,0,1,Senior,High,Low,Yes
7231,city_100,0.887,Male,No relevent experience,Full time course,Graduate,STEM,6,Unknown,Unknown,never,140,0,Stay,6,0,4,Mid,High,Very High,No
7946,city_45,0.89,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,>4,6,0,Stay,21,5,4,Senior,High,Low,No
29862,city_160,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,7,50-99,NGO,2,74,0,Stay,7,2,3,Mid,High,High,No
22485,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,100-500,Pvt Ltd,1,46,0,Stay,10,1,4,Mid,High,Medium,No
3033,city_67,0.855,Unknown,Has relevent experience,Full time course,Masters,STEM,12,Unknown,Unknown,2,91,0,Stay,12,2,4,Senior,High,High,No
18016,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,1000-4999,Pvt Ltd,1,6,0,Stay,6,1,6,Mid,High,Low,No
22666,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Humanities,7,10/49,Pvt Ltd,1,8,0,Stay,7,1,2,Mid,High,Low,No
19643,city_90,0.698,Male,Has relevent experience,Part time course,High School,Unknown,6,Unknown,Unknown,1,58,1,Job Change,6,1,4,Mid,Medium,High,Yes
1865,city_21,0.624,Female,Has relevent experience,no_enrollment,Masters,STEM,8,500-999,Pvt Ltd,1,92,0,Stay,8,1,5,Mid,Medium,High,No
29089,city_103,0.92,Male,Has relevent experience,no_enrollment,Masters,STEM,9,1000-4999,Pvt Ltd,4,24,1,Job Change,9,4,6,Mid,High,Low,Yes
30880,city_21,0.624,Male,No relevent experience,no_enrollment,Graduate,STEM,<1,10000+,Pvt Ltd,1,7,0,Stay,0,1,8,Entry,Medium,Low,No
29162,city_73,0.754,Male,Has relevent experience,Full time course,Graduate,STEM,12,Unknown,Unknown,1,91,1,Job Change,12,1,4,Senior,High,High,Yes
3633,city_103,0.92,Male,Has relevent experience,Part time course,Graduate,STEM,11,10000+,Pvt Ltd,2,174,0,Stay,11,2,8,Senior,High,Very High,No
27492,city_114,0.926,Male,Has relevent experience,no_enrollment,Graduate,STEM,14,10/49,Pvt Ltd,never,202,0,Stay,14,0,2,Senior,High,Very High,No
15785,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,Arts,14,10/49,Pvt Ltd,1,112,1,Job Change,14,1,2,Senior,High,Very High,Yes
29836,city_123,0.738,Male,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,never,18,0,Stay,2,0,4,Junior,Medium,Low,No
4714,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,16,Unknown,Unknown,1,53,0,Stay,16,1,4,Senior,High,High,No
13961,city_175,0.7759999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,<10,Unknown,1,53,0,Stay,10,1,1,Mid,High,High,No
25210,city_114,0.926,Unknown,No relevent experience,Part time course,High School,Unknown,4,10000+,Pvt Ltd,2,5,0,Stay,4,2,8,Junior,High,Low,No
23909,city_50,0.8959999999999999,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,7,0,Stay,12,5,3,Senior,High,Low,No
32773,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,100-500,Funded Startup,1,182,0,Stay,15,1,4,Senior,High,Very High,No
12254,city_75,0.939,Unknown,Has relevent experience,no_enrollment,High School,Unknown,10,10000+,Pvt Ltd,2,33,0,Stay,10,2,8,Mid,High,Medium,No
24237,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,10/49,Unknown,1,56,0,Stay,10,1,2,Mid,High,High,No
3623,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,1,56,0,Stay,21,1,6,Senior,High,High,No
28551,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Arts,20,Unknown,Unknown,4,58,1,Job Change,20,4,4,Senior,High,High,Yes
10527,city_21,0.624,Unknown,Has relevent experience,Full time course,Graduate,STEM,2,<10,Public Sector,1,138,0,Stay,2,1,1,Junior,Medium,Very High,No
32357,city_70,0.698,Female,No relevent experience,Full time course,Primary School,Unknown,<1,Unknown,Pvt Ltd,never,37,1,Job Change,0,0,4,Entry,Medium,Medium,Yes
10377,city_101,0.5579999999999999,Male,Has relevent experience,Full time course,Masters,STEM,18,Unknown,Unknown,1,170,1,Job Change,18,1,4,Senior,Low,Very High,Yes
24972,city_100,0.887,Unknown,No relevent experience,no_enrollment,High School,Unknown,2,Unknown,Unknown,never,214,0,Stay,2,0,4,Junior,High,Very High,No
24921,city_28,0.939,Male,Has relevent experience,no_enrollment,Unknown,Unknown,16,100-500,Pvt Ltd,>4,63,0,Stay,16,5,4,Senior,High,High,No
29875,city_16,0.91,Male,Has relevent experience,no_enrollment,High School,Unknown,6,Unknown,Unknown,1,36,0,Stay,6,1,4,Mid,High,Medium,No
32762,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,17,Unknown,Unknown,1,117,1,Job Change,17,1,4,Senior,High,Very High,Yes
13507,city_16,0.91,Other,Has relevent experience,no_enrollment,Graduate,STEM,8,Unknown,Unknown,1,13,0,Stay,8,1,4,Mid,High,Low,No
19095,city_50,0.8959999999999999,Unknown,Has relevent experience,no_enrollment,High School,Unknown,3,10/49,Funded Startup,1,28,0,Stay,3,1,2,Junior,High,Medium,No
32452,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,10,Unknown,Unknown,1,68,0,Stay,10,1,4,Mid,High,High,No
27962,city_16,0.91,Female,Has relevent experience,no_enrollment,Masters,STEM,5,100-500,Funded Startup,1,26,0,Stay,5,1,4,Junior,High,Medium,No
14819,city_26,0.698,Male,Has relevent experience,no_enrollment,High School,Unknown,4,100-500,Pvt Ltd,2,45,1,Job Change,4,2,4,Junior,Medium,Medium,Yes
22971,city_136,0.897,Unknown,No relevent experience,Full time course,Masters,STEM,1,Unknown,Public Sector,never,61,1,Job Change,1,0,4,Entry,High,High,Yes
22142,city_11,0.55,Unknown,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,1,144,1,Job Change,2,1,4,Junior,Low,Very High,Yes
10582,city_36,0.893,Unknown,No relevent experience,no_enrollment,High School,Unknown,,Unknown,Unknown,never,44,0,Stay,9,0,4,Mid,High,Medium,No
17808,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,Unknown,Unknown,>4,42,1,Job Change,11,5,4,Senior,High,Medium,Yes
20669,city_114,0.926,Female,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,2,8,0,Stay,11,2,3,Senior,High,Low,No
11699,city_160,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,>4,58,0,Stay,21,5,4,Senior,High,High,No
26168,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,100-500,Funded Startup,1,9,1,Job Change,9,1,4,Mid,Medium,Low,Yes
19027,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,100-500,Pvt Ltd,1,37,0,Stay,16,1,4,Senior,High,Medium,No
24015,city_11,0.55,Male,No relevent experience,Full time course,High School,Unknown,5,Unknown,Unknown,never,4,1,Job Change,5,0,4,Junior,Low,Low,Yes
33299,city_104,0.924,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,Pvt Ltd,1,149,0,Stay,21,1,6,Senior,High,Very High,No
1446,city_57,0.866,Male,Has relevent experience,no_enrollment,Graduate,STEM,18,50-99,Pvt Ltd,>4,31,0,Stay,18,5,3,Senior,High,Medium,No
22901,city_41,0.8270000000000001,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,10/49,Early Stage Startup,4,210,0,Stay,21,4,2,Senior,High,Very High,No
8908,city_160,0.92,Male,No relevent experience,Full time course,Masters,STEM,14,Unknown,Unknown,4,36,0,Stay,14,4,4,Senior,High,Medium,No
11618,city_21,0.624,Male,Has relevent experience,Unknown,Masters,STEM,5,Unknown,Unknown,2,52,0,Stay,5,2,4,Junior,Medium,High,No
31918,city_10,0.895,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,<10,Pvt Ltd,1,80,0,Stay,11,1,1,Senior,High,High,No
5463,city_21,0.624,Unknown,Has relevent experience,no_enrollment,Masters,STEM,8,10000+,Pvt Ltd,1,36,1,Job Change,8,1,8,Mid,Medium,Medium,Yes
29063,city_28,0.939,Male,Has relevent experience,no_enrollment,Graduate,STEM,16,10/49,Pvt Ltd,1,25,0,Stay,16,1,2,Senior,High,Low,No
22884,city_61,0.913,Male,Has relevent experience,no_enrollment,Graduate,STEM,11,10000+,Pvt Ltd,1,64,0,Stay,11,1,8,Senior,High,High,No
28373,city_103,0.92,Male,No relevent experience,Full time course,Graduate,STEM,2,Unknown,Unknown,1,32,0,Stay,2,1,4,Junior,High,Medium,No
22425,city_136,0.897,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,Unknown,Unknown,1,23,0,Stay,21,1,4,Senior,High,Low,No
14384,city_90,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,Unknown,Unknown,1,112,1,Job Change,2,1,4,Junior,Medium,Very High,Yes
22924,city_175,0.7759999999999999,Male,No relevent experience,Full time course,Graduate,STEM,3,100-500,Pvt Ltd,1,41,0,Stay,3,1,4,Junior,High,Medium,No
26244,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10000+,Pvt Ltd,>4,49,0,Stay,21,5,8,Senior,High,Medium,No
20036,city_16,0.91,Male,Has relevent experience,no_enrollment,Graduate,Arts,7,50-99,Pvt Ltd,4,26,0,Stay,7,4,3,Mid,High,Medium,No
9107,city_116,0.743,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,100-500,Pvt Ltd,>4,30,0,Stay,21,5,4,Senior,Medium,Medium,No
4815,city_57,0.866,Male,No relevent experience,Full time course,High School,Unknown,4,Unknown,Unknown,never,122,0,Stay,4,0,4,Junior,High,Very High,No
10163,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Early Stage Startup,4,212,0,Stay,21,4,2,Senior,High,Very High,No
22220,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,12,50-99,Pvt Ltd,>4,192,0,Stay,12,5,3,Senior,High,Very High,No
18487,city_75,0.939,Male,No relevent experience,no_enrollment,Primary School,Unknown,8,Unknown,Unknown,never,56,0,Stay,8,0,4,Mid,High,High,No
16013,city_103,0.92,Unknown,No relevent experience,Full time course,Graduate,STEM,6,10000+,Public Sector,1,42,0,Stay,6,1,8,Mid,High,Medium,No
12882,city_102,0.804,Male,Has relevent experience,no_enrollment,Masters,STEM,11,50-99,Pvt Ltd,1,11,0,Stay,11,1,3,Senior,High,Low,No
4306,city_26,0.698,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,Unknown,Unknown,1,50,0,Stay,21,1,4,Senior,Medium,Medium,No
21234,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,10,50-99,Pvt Ltd,2,24,0,Stay,10,2,3,Mid,High,Low,No
26607,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,3,100-500,Pvt Ltd,2,76,0,Stay,3,2,4,Junior,High,High,No
13486,city_114,0.926,Male,Has relevent experience,Part time course,Masters,Other,19,50-99,Pvt Ltd,2,4,0,Stay,19,2,3,Senior,High,Low,No
2844,city_105,0.794,Male,Has relevent experience,no_enrollment,Graduate,No Major,11,100-500,NGO,1,242,0,Stay,11,1,4,Senior,High,Very High,No
15097,city_114,0.926,Male,Has relevent experience,no_enrollment,Masters,STEM,14,50-99,Funded Startup,1,52,0,Stay,14,1,3,Senior,High,High,No
16844,city_160,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,100-500,Pvt Ltd,>4,20,0,Stay,21,5,4,Senior,High,Low,No
21609,city_11,0.55,Male,Has relevent experience,no_enrollment,Graduate,STEM,8,50-99,Pvt Ltd,1,196,1,Job Change,8,1,3,Mid,Low,Very High,Yes
25094,city_11,0.55,Unknown,Has relevent experience,Part time course,Graduate,STEM,6,Unknown,Unknown,2,16,1,Job Change,6,2,4,Mid,Low,Low,Yes
17403,city_162,0.767,Male,Has relevent experience,no_enrollment,Graduate,STEM,6,50-99,Pvt Ltd,1,46,0,Stay,6,1,3,Mid,High,Medium,No
24262,city_78,0.579,Male,No relevent experience,Full time course,Graduate,Humanities,<1,Unknown,Unknown,>4,18,0,Stay,0,5,4,Entry,Low,Low,No
6196,city_103,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,2,100-500,Pvt Ltd,1,163,0,Stay,2,1,4,Junior,High,Very High,No
30125,city_114,0.926,Male,No relevent experience,Part time course,Masters,STEM,>20,1000-4999,NGO,1,20,0,Stay,21,1,6,Senior,High,Low,No
13587,city_114,0.926,Male,No relevent experience,no_enrollment,Graduate,STEM,1,50-99,Pvt Ltd,1,35,0,Stay,1,1,3,Entry,High,Medium,No
30622,city_128,0.527,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,10/49,Pvt Ltd,2,66,1,Job Change,5,2,2,Junior,Low,High,Yes
9877,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,Business Degree,>20,10000+,Pvt Ltd,>4,51,0,Stay,21,5,8,Senior,High,High,No
12024,city_67,0.855,Male,No relevent experience,no_enrollment,Primary School,Unknown,3,Unknown,Unknown,,65,0,Stay,3,1,4,Junior,High,High,No
141,city_67,0.855,Male,Has relevent experience,no_enrollment,Masters,STEM,8,5000-9999,Pvt Ltd,2,10,0,Stay,8,2,7,Mid,High,Low,No
22747,city_136,0.897,Female,No relevent experience,no_enrollment,Masters,STEM,5,100-500,Funded Startup,never,15,1,Job Change,5,0,4,Junior,High,Low,Yes
19490,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,STEM,9,<10,Funded Startup,4,50,1,Job Change,9,4,1,Mid,Medium,Medium,Yes
8137,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,13,50-99,Pvt Ltd,1,194,0,Stay,13,1,3,Senior,High,Very High,No
23581,city_103,0.92,Unknown,Has relevent experience,Part time course,Graduate,STEM,3,50-99,Pvt Ltd,2,7,0,Stay,3,2,3,Junior,High,Low,No
31844,city_160,0.92,Male,Has relevent experience,Full time course,Graduate,STEM,3,1000-4999,Pvt Ltd,1,29,1,Job Change,3,1,6,Junior,High,Medium,Yes
29021,city_97,0.925,Male,Has relevent experience,no_enrollment,Graduate,STEM,5,50-99,Pvt Ltd,1,21,0,Stay,5,1,3,Junior,High,Low,No
5473,city_67,0.855,Male,Has relevent experience,Part time course,Masters,STEM,20,Unknown,Unknown,2,308,0,Stay,20,2,4,Senior,High,Very High,No
20194,city_103,0.92,Male,Has relevent experience,no_enrollment,Graduate,STEM,2,500-999,Pvt Ltd,1,72,0,Stay,2,1,5,Junior,High,High,No
6718,city_104,0.924,Male,Has relevent experience,no_enrollment,Graduate,STEM,>20,10/49,Pvt Ltd,1,21,0,Stay,21,1,2,Senior,High,Low,No
29403,city_16,0.91,Male,Has relevent experience,no_enrollment,Masters,STEM,>20,1000-4999,NGO,>4,73,0,Stay,21,5,6,Senior,High,High,No
28538,city_103,0.92,Female,Has relevent experience,no_enrollment,Graduate,STEM,>20,5000-9999,Pvt Ltd,>4,51,1,Job Change,21,5,7,Senior,High,High,Yes
21200,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Graduate,STEM,>20,1000-4999,Pvt Ltd,>4,8,0,Stay,21,5,6,Senior,High,Low,No
29186,city_103,0.92,Unknown,Has relevent experience,no_enrollment,Masters,STEM,16,50-99,Early Stage Startup,1,73,0,Stay,16,1,3,Senior,High,High,No
10134,city_103,0.92,Male,No relevent experience,no_enrollment,Graduate,STEM,15,1000-4999,Pvt Ltd,1,16,0,Stay,15,1,6,Senior,High,Low,No
6140,city_21,0.624,Male,Has relevent experience,no_enrollment,Graduate,Other,3,Unknown,Unknown,1,13,1,Job Change,3,1,4,Junior,Medium,Low,Yes
7579,city_103,0.92,Male,Has relevent experience,no_enrollment,Phd,STEM,14,50-99,Funded Startup,1,4,0,Stay,14,1,3,Senior,High,Low,No
