Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
52236,Innovate Industries,Influencer,All Ages,30 days,Website,0.06,8638,6.08,Los Angeles,French,199,8648,5,Outdoor Adventurers,2/10/2021
52237,NexGen Systems,Display,All Ages,60 days,Instagram,0.14,7922,5,New York,French,337,1151,1,Health & Wellness,2/11/2021
52238,Alpha Innovations,Influencer,Men 25-34,45 days,YouTube,0.03,5532,3.05,Miami,Spanish,950,3678,7,Tech Enthusiasts,2/12/2021
52239,TechCorp,Search,Women 25-34,15 days,Website,0.14,13107,5.15,Houston,Spanish,867,6070,1,Tech Enthusiasts,2/13/2021
52240,Innovate Industries,Email,Women 35-44,15 days,Instagram,0.12,17453,3.32,Los Angeles,Spanish,404,1652,3,Tech Enthusiasts,2/14/2021
52241,NexGen Systems,Influencer,Women 25-34,60 days,Email,0.07,17138,7.52,Miami,French,991,3165,8,Health & Wellness,2/15/2021
52242,NexGen Systems,Search,Men 25-34,15 days,Facebook,0.11,16107,3.98,New York,French,926,6146,9,Fashionistas,2/16/2021
52243,Innovate Industries,Display,Women 25-34,30 days,Google Ads,0.1,11129,3.44,New York,German,741,7827,10,Foodies,2/17/2021
52244,TechCorp,Email,Men 18-24,30 days,Instagram,0.09,18574,7.41,Chicago,German,237,4097,7,Fashionistas,2/18/2021
52245,Innovate Industries,Influencer,Women 35-44,15 days,Instagram,0.03,19128,6.4,New York,English,647,3858,7,Tech Enthusiasts,2/19/2021
52246,Innovate Industries,Influencer,Men 25-34,45 days,YouTube,0.03,19374,7,Houston,German,466,9090,7,Tech Enthusiasts,2/20/2021
52247,TechCorp,Social Media,Men 18-24,45 days,YouTube,0.14,19125,6.46,Miami,English,760,4340,6,Fashionistas,2/21/2021
52248,Alpha Innovations,Social Media,Men 25-34,15 days,Instagram,0.06,12369,2.79,Chicago,French,221,9279,3,Tech Enthusiasts,2/22/2021
52249,DataTech Solutions,Influencer,All Ages,60 days,Email,0.14,11401,3.71,Houston,English,150,3493,9,Tech Enthusiasts,2/23/2021
52250,Innovate Industries,Social Media,Women 35-44,60 days,Email,0.03,14123,6.34,Houston,English,576,3064,3,Fashionistas,2/24/2021
52251,DataTech Solutions,Email,All Ages,60 days,Facebook,0.12,13329,4.64,Chicago,German,191,1890,9,Tech Enthusiasts,2/25/2021
52252,TechCorp,Display,Women 25-34,60 days,Instagram,0.04,13115,7.15,Miami,Mandarin,684,7728,9,Foodies,2/26/2021
52253,NexGen Systems,Search,Women 35-44,30 days,Instagram,0.05,10127,3.3,Houston,English,572,8325,1,Health & Wellness,2/27/2021
52254,NexGen Systems,Display,All Ages,60 days,Instagram,0.01,5016,5.96,Miami,English,466,9644,3,Fashionistas,2/28/2021
52255,NexGen Systems,Display,All Ages,45 days,YouTube,0.06,9255,4.49,Chicago,English,901,9669,4,Outdoor Adventurers,3/1/2021
52256,Innovate Industries,Search,Women 35-44,60 days,Facebook,0.02,7271,2.49,Chicago,Spanish,519,2316,4,Tech Enthusiasts,3/2/2021
52257,Innovate Industries,Email,Women 35-44,60 days,Instagram,0.13,5672,3.56,Los Angeles,French,514,4818,10,Outdoor Adventurers,3/3/2021
52258,NexGen Systems,Display,Women 35-44,45 days,Website,0.01,12808,5.22,Los Angeles,Mandarin,543,1956,3,Tech Enthusiasts,3/4/2021
52259,TechCorp,Influencer,Women 35-44,60 days,Instagram,0.1,17594,2.21,Houston,French,886,4687,9,Tech Enthusiasts,3/5/2021
52260,Alpha Innovations,Display,Women 35-44,60 days,Google Ads,0.11,10914,2.91,Miami,Spanish,804,7972,6,Tech Enthusiasts,3/6/2021
52261,DataTech Solutions,Display,Men 25-34,15 days,Facebook,0.11,5799,7.8,Houston,German,412,1206,7,Tech Enthusiasts,3/7/2021
52262,DataTech Solutions,Display,Women 35-44,45 days,YouTube,0.04,18080,6.55,New York,German,227,5698,4,Outdoor Adventurers,3/8/2021
52263,Innovate Industries,Search,Women 25-34,15 days,Website,0.07,10564,7.75,Miami,English,128,5102,3,Tech Enthusiasts,3/9/2021
52264,DataTech Solutions,Influencer,Women 25-34,30 days,Google Ads,0.11,12361,5,Los Angeles,Spanish,720,1791,3,Fashionistas,3/10/2021
52265,TechCorp,Display,Men 18-24,15 days,Google Ads,0.12,13826,3,Los Angeles,German,957,1381,1,Foodies,3/11/2021
52266,DataTech Solutions,Social Media,Women 35-44,45 days,Instagram,0.09,8827,3.51,Los Angeles,French,138,8494,3,Outdoor Adventurers,3/12/2021
52267,TechCorp,Email,Women 35-44,60 days,Website,0.01,6678,6.98,New York,French,111,7536,7,Health & Wellness,3/13/2021
52268,Innovate Industries,Influencer,All Ages,45 days,Google Ads,0.06,13785,6.67,Miami,Spanish,793,3353,2,Foodies,3/14/2021
52269,TechCorp,Search,All Ages,30 days,Facebook,0.02,7838,5.73,Houston,German,876,7497,1,Health & Wellness,3/15/2021
52270,NexGen Systems,Display,Men 25-34,45 days,Website,0.15,7287,2.31,Chicago,German,401,8790,7,Health & Wellness,3/16/2021
52271,TechCorp,Display,Women 35-44,15 days,Google Ads,0.1,10801,6.44,Miami,French,985,5924,10,Fashionistas,3/17/2021
52272,NexGen Systems,Influencer,Men 25-34,30 days,Email,0.14,17631,3.97,Los Angeles,Spanish,929,9853,6,Foodies,3/18/2021
52273,NexGen Systems,Social Media,Men 18-24,15 days,Website,0.01,18374,2.13,Los Angeles,Mandarin,631,4625,10,Outdoor Adventurers,3/19/2021
52274,TechCorp,Search,Women 35-44,60 days,Facebook,0.03,17635,3.97,Los Angeles,French,817,5953,2,Foodies,3/20/2021
52275,Alpha Innovations,Email,All Ages,15 days,YouTube,0.1,12437,5.46,Houston,German,593,9204,9,Tech Enthusiasts,3/21/2021
52276,TechCorp,Search,Women 25-34,30 days,Website,0.09,11079,4.87,Chicago,Spanish,449,1164,3,Health & Wellness,3/22/2021
52277,TechCorp,Social Media,Men 18-24,60 days,Email,0.08,6956,2.94,Houston,French,483,1824,10,Tech Enthusiasts,3/23/2021
52278,Alpha Innovations,Search,All Ages,15 days,Google Ads,0.05,19091,2.74,Chicago,Spanish,989,9843,10,Fashionistas,3/24/2021
52279,NexGen Systems,Influencer,Men 18-24,60 days,Facebook,0.09,15318,5.38,Chicago,French,225,6087,7,Outdoor Adventurers,3/25/2021
52280,DataTech Solutions,Display,Women 35-44,45 days,YouTube,0.08,19397,7.12,Miami,Mandarin,883,3139,1,Health & Wellness,3/26/2021
52281,NexGen Systems,Influencer,Men 25-34,15 days,Google Ads,0.11,18001,7.39,New York,German,437,5540,6,Health & Wellness,3/27/2021
52282,NexGen Systems,Influencer,Women 25-34,30 days,Email,0.02,10526,2.58,Chicago,French,398,9168,7,Fashionistas,3/28/2021
52283,Innovate Industries,Email,Women 35-44,45 days,Facebook,0.15,12307,2.98,New York,English,590,5315,5,Tech Enthusiasts,3/29/2021
52284,NexGen Systems,Social Media,Men 25-34,30 days,YouTube,0.12,11852,7.09,New York,German,274,1514,3,Tech Enthusiasts,3/30/2021
52285,TechCorp,Influencer,Men 18-24,30 days,Google Ads,0.12,13811,4.37,New York,German,748,5595,6,Foodies,3/31/2021
52286,Alpha Innovations,Display,Men 25-34,45 days,YouTube,0.04,16585,4.11,Miami,Spanish,773,7623,3,Foodies,4/1/2021
52287,NexGen Systems,Display,Women 25-34,45 days,Facebook,0.09,15250,5.77,New York,English,851,3087,1,Fashionistas,4/2/2021
52288,Innovate Industries,Display,All Ages,45 days,Website,0.06,16847,7.18,Los Angeles,Mandarin,568,9138,8,Health & Wellness,4/3/2021
52289,Innovate Industries,Influencer,All Ages,45 days,Instagram,0.09,17379,3.93,Houston,German,246,5639,7,Health & Wellness,4/4/2021
52290,Innovate Industries,Search,Women 35-44,30 days,Instagram,0.02,6410,4.25,New York,English,737,3159,9,Outdoor Adventurers,4/5/2021
52291,TechCorp,Email,Men 18-24,60 days,Google Ads,0.15,13213,3.84,New York,German,515,2862,5,Tech Enthusiasts,4/6/2021
52292,Alpha Innovations,Influencer,Women 25-34,30 days,Website,0.07,6765,7.64,Los Angeles,French,955,2476,9,Outdoor Adventurers,4/7/2021
52293,Innovate Industries,Search,Men 25-34,45 days,YouTube,0.13,15397,3.22,Miami,German,500,9527,10,Outdoor Adventurers,4/8/2021
52294,Alpha Innovations,Display,Men 18-24,60 days,Google Ads,0.06,18238,4.25,Houston,Mandarin,999,2527,6,Health & Wellness,4/9/2021
52295,Innovate Industries,Social Media,Women 25-34,30 days,Instagram,0.03,17615,3.93,New York,French,918,3062,10,Outdoor Adventurers,4/10/2021
52296,DataTech Solutions,Influencer,Men 18-24,15 days,Website,0.02,6744,6.83,New York,French,844,8737,1,Fashionistas,4/11/2021
52297,NexGen Systems,Influencer,Women 35-44,60 days,Email,0.09,15616,6.89,Houston,German,587,7848,7,Tech Enthusiasts,4/12/2021
52298,Innovate Industries,Search,Men 18-24,15 days,YouTube,0.09,7183,4.42,Chicago,Mandarin,843,4856,2,Fashionistas,4/13/2021
52299,Alpha Innovations,Email,All Ages,15 days,Instagram,0.1,18717,6.95,Miami,Spanish,670,6020,6,Fashionistas,4/14/2021
52300,DataTech Solutions,Display,Men 25-34,15 days,Website,0.14,16901,6.11,Los Angeles,Spanish,286,6099,2,Outdoor Adventurers,4/15/2021
52301,TechCorp,Email,Men 18-24,45 days,Website,0.08,10717,5.78,New York,Mandarin,425,8365,10,Fashionistas,4/16/2021
52302,Innovate Industries,Email,Men 18-24,45 days,Instagram,0.11,15985,2.23,Houston,English,171,4368,6,Outdoor Adventurers,4/17/2021
52303,TechCorp,Display,Women 25-34,60 days,Email,0.06,6117,7.23,Miami,Mandarin,814,5370,5,Health & Wellness,4/18/2021
52304,Innovate Industries,Social Media,All Ages,30 days,Email,0.11,19587,3.22,Chicago,German,229,9960,7,Fashionistas,4/19/2021
52305,Alpha Innovations,Search,Men 25-34,60 days,Google Ads,0.08,9680,6.64,Houston,French,668,9282,3,Health & Wellness,4/20/2021
52306,NexGen Systems,Social Media,All Ages,60 days,Website,0.13,19720,2.46,Los Angeles,Spanish,986,1112,6,Outdoor Adventurers,4/21/2021
52307,Alpha Innovations,Influencer,Men 25-34,60 days,Google Ads,0.11,14653,3.13,Los Angeles,Mandarin,653,8905,3,Foodies,4/22/2021
52308,TechCorp,Email,All Ages,60 days,YouTube,0.12,7415,7.23,Houston,German,572,8614,5,Fashionistas,4/23/2021
52309,NexGen Systems,Search,Men 18-24,45 days,Email,0.14,7496,4.84,Chicago,Spanish,924,9545,2,Outdoor Adventurers,4/24/2021
52310,NexGen Systems,Email,Men 25-34,15 days,YouTube,0.08,5370,7.58,Los Angeles,German,115,6629,7,Foodies,4/25/2021
52311,NexGen Systems,Influencer,All Ages,30 days,Email,0.04,16818,4.44,Chicago,Mandarin,874,8272,3,Fashionistas,4/26/2021
52312,NexGen Systems,Influencer,Women 25-34,45 days,YouTube,0.1,8181,3.03,Chicago,Spanish,366,2968,6,Foodies,4/27/2021
52313,TechCorp,Search,Women 25-34,15 days,Instagram,0.07,11186,4.45,New York,English,857,4524,3,Tech Enthusiasts,4/28/2021
52314,Innovate Industries,Display,Men 25-34,45 days,YouTube,0.07,16810,2.28,Miami,German,755,2468,7,Foodies,4/29/2021
52315,DataTech Solutions,Influencer,Men 18-24,45 days,Instagram,0.09,14851,6.76,Chicago,French,844,9868,5,Health & Wellness,4/30/2021
52316,DataTech Solutions,Social Media,Women 25-34,45 days,Email,0.07,14820,3.79,New York,Mandarin,884,1679,9,Outdoor Adventurers,5/1/2021
52317,DataTech Solutions,Influencer,Women 35-44,45 days,Google Ads,0.09,11375,7.47,Houston,Mandarin,269,6226,9,Tech Enthusiasts,5/2/2021
52318,Innovate Industries,Social Media,Men 25-34,30 days,Website,0.02,8662,5.02,Miami,Mandarin,352,2568,7,Health & Wellness,5/3/2021
52319,TechCorp,Search,Men 18-24,60 days,Email,0.14,14503,4.82,Houston,German,433,8630,7,Tech Enthusiasts,5/4/2021
52320,DataTech Solutions,Influencer,All Ages,60 days,Instagram,0.06,7588,2.74,Houston,Spanish,112,7548,10,Fashionistas,5/5/2021
52321,TechCorp,Influencer,All Ages,45 days,Instagram,0.08,16491,4.17,Chicago,English,264,6596,1,Health & Wellness,5/6/2021
52322,Innovate Industries,Display,Women 35-44,30 days,Email,0.11,9543,3.15,Houston,German,200,6580,8,Foodies,5/7/2021
52323,Alpha Innovations,Search,All Ages,45 days,Google Ads,0.15,9221,3.42,Los Angeles,Mandarin,692,3851,5,Fashionistas,5/8/2021
52324,TechCorp,Social Media,Women 35-44,45 days,YouTube,0.01,15831,7.99,Houston,English,332,1676,10,Outdoor Adventurers,5/9/2021
52325,NexGen Systems,Search,All Ages,30 days,Facebook,0.09,13234,6.77,Miami,French,561,3536,9,Foodies,5/10/2021
52326,Alpha Innovations,Display,All Ages,30 days,YouTube,0.09,7330,6.24,Houston,Mandarin,756,4826,2,Tech Enthusiasts,5/11/2021
52327,Innovate Industries,Influencer,Women 25-34,60 days,Facebook,0.08,16011,4.65,Los Angeles,French,304,4584,5,Foodies,5/12/2021
52328,TechCorp,Email,Men 18-24,45 days,YouTube,0.05,6864,4.82,New York,English,841,8609,3,Outdoor Adventurers,5/13/2021
52329,TechCorp,Search,Men 25-34,60 days,Facebook,0.07,9220,3.93,Chicago,English,359,9042,10,Health & Wellness,5/14/2021
52330,Alpha Innovations,Email,Women 25-34,60 days,Instagram,0.04,9657,6.03,Houston,Mandarin,516,6623,8,Health & Wellness,5/15/2021
52331,Innovate Industries,Display,Women 35-44,45 days,Website,0.12,6483,6.13,Chicago,Spanish,971,2832,2,Foodies,5/16/2021
52332,Innovate Industries,Email,All Ages,60 days,YouTube,0.01,9415,2.79,Chicago,German,334,7879,5,Fashionistas,5/17/2021
52333,NexGen Systems,Email,Men 25-34,15 days,Website,0.1,18196,3.36,Los Angeles,Mandarin,871,7644,2,Outdoor Adventurers,5/18/2021
52334,Alpha Innovations,Influencer,Men 18-24,15 days,Facebook,0.02,16966,2.83,Los Angeles,English,552,1583,8,Fashionistas,5/19/2021
52335,NexGen Systems,Display,Men 18-24,45 days,Facebook,0.04,7482,6.07,Miami,Spanish,367,4833,3,Outdoor Adventurers,5/20/2021
52336,TechCorp,Email,Men 18-24,30 days,Facebook,0.07,8804,2.27,Los Angeles,German,583,3142,10,Health & Wellness,5/21/2021
52337,NexGen Systems,Search,Women 25-34,30 days,Google Ads,0.12,5186,3.16,New York,French,205,3948,5,Fashionistas,5/22/2021
52338,Innovate Industries,Search,Women 25-34,15 days,Website,0.03,11397,4.37,New York,Mandarin,598,5822,8,Tech Enthusiasts,5/23/2021
52339,NexGen Systems,Display,All Ages,45 days,Website,0.09,6526,7.33,Chicago,Mandarin,718,5442,2,Fashionistas,5/24/2021
52340,DataTech Solutions,Influencer,All Ages,30 days,YouTube,0.07,17014,4.42,Los Angeles,Spanish,959,9322,3,Health & Wellness,5/25/2021
52341,Innovate Industries,Email,Women 25-34,15 days,Instagram,0.07,17440,6.1,Chicago,English,339,1680,10,Foodies,5/26/2021
52342,TechCorp,Display,Women 25-34,15 days,Instagram,0.12,5710,3.55,Miami,Spanish,756,9705,2,Health & Wellness,5/27/2021
52343,TechCorp,Influencer,Women 35-44,60 days,YouTube,0.03,12245,2.65,Chicago,French,344,2626,2,Health & Wellness,5/28/2021
52344,Alpha Innovations,Influencer,Men 25-34,60 days,Google Ads,0.03,19291,5.96,New York,English,888,4560,9,Tech Enthusiasts,5/29/2021
52345,Innovate Industries,Display,Men 18-24,60 days,YouTube,0.1,15882,2.66,Chicago,German,931,7526,8,Outdoor Adventurers,5/30/2021
52346,DataTech Solutions,Email,Men 25-34,45 days,Email,0.08,15826,3.9,Los Angeles,Spanish,241,5770,1,Health & Wellness,5/31/2021
52347,DataTech Solutions,Search,Men 25-34,60 days,Instagram,0.13,7935,2.97,Chicago,French,141,3476,6,Outdoor Adventurers,6/1/2021
52348,DataTech Solutions,Social Media,Women 25-34,60 days,Instagram,0.05,15259,3.43,Houston,French,528,5585,1,Outdoor Adventurers,6/2/2021
52349,TechCorp,Influencer,Men 18-24,15 days,Email,0.14,10323,6.23,Houston,French,836,8890,9,Health & Wellness,6/3/2021
52350,NexGen Systems,Social Media,Women 35-44,45 days,YouTube,0.05,15844,7.19,Los Angeles,English,278,2806,7,Outdoor Adventurers,6/4/2021
52351,TechCorp,Search,Women 25-34,60 days,Google Ads,0.09,6959,4.96,Los Angeles,Mandarin,501,5912,10,Foodies,6/5/2021
52352,NexGen Systems,Influencer,All Ages,45 days,YouTube,0.02,17943,2.03,Chicago,English,108,3782,6,Tech Enthusiasts,6/6/2021
52353,NexGen Systems,Influencer,Women 25-34,30 days,Website,0.09,16592,3.06,New York,English,682,6557,5,Outdoor Adventurers,6/7/2021
52354,TechCorp,Social Media,All Ages,15 days,YouTube,0.11,13844,7.77,New York,French,254,5163,10,Foodies,6/8/2021
52355,TechCorp,Email,Women 25-34,15 days,YouTube,0.09,17849,4.37,Houston,Spanish,469,6195,5,Health & Wellness,6/9/2021
52356,Alpha Innovations,Display,Women 35-44,60 days,YouTube,0.14,17085,3.27,Houston,German,146,6239,7,Fashionistas,6/10/2021
52357,NexGen Systems,Display,Men 18-24,15 days,Google Ads,0.1,12417,6.81,Chicago,Mandarin,289,7896,3,Fashionistas,6/11/2021
52358,Alpha Innovations,Display,Men 18-24,15 days,YouTube,0.09,19134,7.1,Miami,English,764,2316,5,Health & Wellness,6/12/2021
52359,NexGen Systems,Social Media,Women 25-34,15 days,Instagram,0.05,10474,3.94,Houston,German,346,8167,4,Tech Enthusiasts,6/13/2021
52360,DataTech Solutions,Display,Men 18-24,45 days,Instagram,0.07,10673,7.2,Chicago,English,686,5640,3,Outdoor Adventurers,6/14/2021
52361,NexGen Systems,Search,Women 35-44,45 days,Email,0.09,18598,2.25,Los Angeles,Spanish,371,2457,4,Health & Wellness,6/15/2021
52362,TechCorp,Social Media,Men 18-24,15 days,Email,0.08,19655,7.75,New York,Mandarin,534,4627,6,Fashionistas,6/16/2021
52363,NexGen Systems,Influencer,Women 35-44,15 days,Facebook,0.04,9246,5.26,Houston,English,573,2002,6,Tech Enthusiasts,6/17/2021
52364,NexGen Systems,Search,Men 25-34,60 days,Website,0.1,6805,3.52,Chicago,Spanish,191,6169,8,Tech Enthusiasts,6/18/2021
52365,TechCorp,Email,Men 18-24,45 days,Instagram,0.12,17038,7.88,Chicago,Spanish,922,5624,8,Outdoor Adventurers,6/19/2021
52366,DataTech Solutions,Search,Men 25-34,30 days,Website,0.13,8050,2.2,Houston,Mandarin,264,8417,9,Foodies,6/20/2021
52367,TechCorp,Display,All Ages,15 days,Facebook,0.13,12236,3.76,New York,Spanish,285,9212,5,Tech Enthusiasts,6/21/2021
52368,Innovate Industries,Search,Women 25-34,15 days,Website,0.07,13669,2.98,New York,Mandarin,394,5991,9,Fashionistas,6/22/2021
52369,TechCorp,Search,Men 18-24,30 days,Email,0.08,19261,2.6,Houston,Mandarin,721,5903,7,Tech Enthusiasts,6/23/2021
52370,TechCorp,Search,Men 18-24,45 days,YouTube,0.07,18429,7.61,New York,Spanish,268,5418,1,Outdoor Adventurers,6/24/2021
52371,Alpha Innovations,Search,Men 18-24,45 days,YouTube,0.07,7451,3.27,Los Angeles,English,317,5906,10,Foodies,6/25/2021
52372,NexGen Systems,Email,Men 18-24,30 days,Email,0.07,18885,3.4,Houston,French,778,2096,10,Foodies,6/26/2021
52373,Innovate Industries,Search,Women 35-44,15 days,Instagram,0.05,16031,7.78,Chicago,German,740,4435,4,Outdoor Adventurers,6/27/2021
52374,Alpha Innovations,Influencer,Men 25-34,15 days,YouTube,0.01,5027,5.19,Los Angeles,Spanish,155,4066,2,Outdoor Adventurers,6/28/2021
52375,DataTech Solutions,Search,Women 35-44,60 days,Facebook,0.13,18276,4.65,New York,English,237,3292,5,Foodies,6/29/2021
52376,Alpha Innovations,Email,Men 18-24,30 days,Email,0.07,13730,5.37,New York,Spanish,926,2592,4,Foodies,6/30/2021
52377,DataTech Solutions,Search,Women 25-34,30 days,Email,0.06,18540,7.26,Houston,Mandarin,670,8107,10,Tech Enthusiasts,7/1/2021
52378,Innovate Industries,Display,Women 25-34,60 days,Facebook,0.13,13206,2.94,Los Angeles,French,361,2880,9,Tech Enthusiasts,7/2/2021
52379,DataTech Solutions,Display,Women 35-44,30 days,Google Ads,0.08,9981,5.26,New York,English,612,7801,3,Outdoor Adventurers,7/3/2021
52380,NexGen Systems,Display,Women 25-34,45 days,Facebook,0.12,10978,4.81,Los Angeles,French,528,1331,3,Foodies,7/4/2021
52381,DataTech Solutions,Influencer,Men 25-34,15 days,Email,0.03,12384,6.94,New York,German,232,7157,9,Fashionistas,7/5/2021
52382,TechCorp,Social Media,Women 35-44,45 days,Facebook,0.1,8434,4.67,Los Angeles,Spanish,469,2327,9,Fashionistas,7/6/2021
52383,Innovate Industries,Email,Women 25-34,30 days,Email,0.04,14537,7.23,Houston,Mandarin,416,7567,2,Fashionistas,7/7/2021
52384,Innovate Industries,Search,Women 25-34,60 days,YouTube,0.12,13316,6.46,New York,French,853,5335,6,Foodies,7/8/2021
52385,Alpha Innovations,Display,Men 18-24,45 days,Email,0.03,6350,6.71,Houston,Spanish,403,6671,5,Tech Enthusiasts,7/9/2021
52386,NexGen Systems,Influencer,Women 35-44,45 days,Email,0.07,9786,6.41,New York,Spanish,477,7350,7,Tech Enthusiasts,7/10/2021
52387,NexGen Systems,Display,All Ages,30 days,Google Ads,0.14,8926,2.6,Los Angeles,French,593,2385,2,Foodies,7/11/2021
52388,Alpha Innovations,Search,Men 18-24,45 days,Google Ads,0.02,14667,4.02,Los Angeles,French,143,3972,10,Tech Enthusiasts,7/12/2021
52389,DataTech Solutions,Influencer,Women 35-44,60 days,YouTube,0.02,7397,6.61,New York,Mandarin,632,6948,7,Health & Wellness,7/13/2021
52390,DataTech Solutions,Email,Women 35-44,15 days,Google Ads,0.05,6538,6.36,Los Angeles,Mandarin,113,8366,4,Outdoor Adventurers,7/14/2021
52391,TechCorp,Influencer,Women 35-44,45 days,Facebook,0.13,9795,5.05,Chicago,English,396,9306,3,Outdoor Adventurers,7/15/2021
52392,Alpha Innovations,Search,Men 18-24,60 days,Facebook,0.07,5338,2.42,Houston,Spanish,994,4237,2,Fashionistas,7/16/2021
52393,Alpha Innovations,Search,Women 35-44,30 days,Google Ads,0.06,6024,7.81,New York,Spanish,368,8545,8,Foodies,7/17/2021
52394,Alpha Innovations,Influencer,Women 25-34,15 days,Instagram,0.07,14704,7.21,Miami,Spanish,406,1291,7,Foodies,7/18/2021
52395,DataTech Solutions,Social Media,Women 35-44,45 days,Instagram,0.08,12170,2.27,Miami,French,771,2866,5,Health & Wellness,7/19/2021
52396,DataTech Solutions,Email,Men 18-24,30 days,Email,0.03,5028,7.3,Chicago,English,819,7998,5,Tech Enthusiasts,7/20/2021
52397,DataTech Solutions,Search,Men 18-24,45 days,YouTube,0.11,7605,6.36,New York,German,698,2456,9,Outdoor Adventurers,7/21/2021
52398,NexGen Systems,Display,Men 18-24,30 days,Google Ads,0.1,12075,2.34,Chicago,German,407,6985,1,Health & Wellness,7/22/2021
52399,Innovate Industries,Influencer,Men 18-24,60 days,Facebook,0.08,16578,3.34,Miami,English,248,4937,8,Outdoor Adventurers,7/23/2021
52400,Innovate Industries,Display,All Ages,45 days,Google Ads,0.03,8275,5.07,New York,French,818,3023,5,Health & Wellness,7/24/2021
52401,Innovate Industries,Display,Women 25-34,30 days,Facebook,0.04,19392,5.71,Los Angeles,German,755,2284,5,Outdoor Adventurers,7/25/2021
52402,NexGen Systems,Search,Men 18-24,30 days,YouTube,0.01,11020,4.57,Chicago,German,498,8302,7,Fashionistas,7/26/2021
52403,TechCorp,Email,Women 25-34,15 days,Google Ads,0.07,5178,4.08,Houston,German,661,1307,4,Outdoor Adventurers,7/27/2021
52404,TechCorp,Search,All Ages,30 days,Website,0.14,6737,5.3,Los Angeles,Mandarin,410,4357,9,Tech Enthusiasts,7/28/2021
52405,Innovate Industries,Display,Women 25-34,30 days,YouTube,0.15,16002,6.42,Miami,Mandarin,909,1680,2,Foodies,7/29/2021
52406,DataTech Solutions,Influencer,Men 18-24,30 days,Instagram,0.14,6507,3.52,Chicago,Mandarin,552,9839,2,Health & Wellness,7/30/2021
52407,TechCorp,Display,Women 25-34,30 days,Email,0.05,15906,6.12,Chicago,Spanish,130,8474,3,Health & Wellness,7/31/2021
52408,TechCorp,Search,Men 18-24,45 days,Instagram,0.08,12575,6.87,Chicago,German,517,8939,5,Fashionistas,8/1/2021
52409,TechCorp,Display,Men 18-24,60 days,Facebook,0.1,12498,7.66,Los Angeles,German,154,8392,1,Health & Wellness,8/2/2021
52410,DataTech Solutions,Social Media,Women 35-44,60 days,Instagram,0.05,11076,7,Chicago,German,503,3961,10,Tech Enthusiasts,8/3/2021
52411,TechCorp,Search,All Ages,30 days,Google Ads,0.04,17734,5.56,Miami,Spanish,219,2364,9,Foodies,8/4/2021
52412,NexGen Systems,Influencer,Women 25-34,60 days,Website,0.14,6972,5.03,Chicago,Mandarin,423,2353,1,Health & Wellness,8/5/2021
52413,DataTech Solutions,Search,Women 35-44,45 days,Instagram,0.11,19648,4.2,Chicago,Spanish,770,9627,9,Fashionistas,8/6/2021
52414,DataTech Solutions,Display,Women 25-34,60 days,Instagram,0.03,10958,5.04,Houston,English,547,2075,4,Tech Enthusiasts,8/7/2021
52415,DataTech Solutions,Display,Women 35-44,30 days,Google Ads,0.15,12258,6.48,Chicago,German,200,1614,10,Foodies,8/8/2021
52416,DataTech Solutions,Influencer,Women 25-34,45 days,Website,0.11,7674,6.26,Miami,English,587,1258,9,Health & Wellness,8/9/2021
52417,Alpha Innovations,Influencer,Women 25-34,30 days,YouTube,0.07,17594,6.04,Miami,Spanish,686,8784,9,Health & Wellness,8/10/2021
52418,Alpha Innovations,Display,Women 35-44,60 days,Facebook,0.03,18441,3.59,Houston,Mandarin,688,1079,1,Outdoor Adventurers,8/11/2021
52419,DataTech Solutions,Social Media,All Ages,15 days,Email,0.13,9107,7.55,Chicago,German,298,4080,10,Foodies,8/12/2021
52420,DataTech Solutions,Influencer,Women 25-34,45 days,YouTube,0.07,7103,2.81,New York,French,988,1595,4,Outdoor Adventurers,8/13/2021
52421,TechCorp,Search,Women 25-34,45 days,Email,0.03,10109,4.8,Los Angeles,Mandarin,206,7169,7,Foodies,8/14/2021
52422,NexGen Systems,Search,Women 25-34,60 days,Facebook,0.07,15825,6.7,Los Angeles,German,550,1434,7,Tech Enthusiasts,8/15/2021
52423,Innovate Industries,Influencer,Women 25-34,60 days,YouTube,0.11,19627,4.85,Miami,French,430,6970,9,Foodies,8/16/2021
52424,Innovate Industries,Social Media,Women 25-34,30 days,Website,0.06,9003,6.12,Los Angeles,Spanish,494,6225,8,Outdoor Adventurers,8/17/2021
52425,DataTech Solutions,Search,Women 35-44,45 days,Website,0.03,11890,2.79,Chicago,Mandarin,749,3520,1,Tech Enthusiasts,8/18/2021
52426,NexGen Systems,Display,Women 25-34,45 days,Google Ads,0.09,13270,5.28,Chicago,Mandarin,574,6992,6,Health & Wellness,8/19/2021
52427,NexGen Systems,Influencer,Men 18-24,30 days,Website,0.04,18892,6.8,New York,Spanish,754,6301,6,Foodies,8/20/2021
52428,Innovate Industries,Social Media,Men 18-24,15 days,YouTube,0.09,11792,4.11,Houston,Spanish,297,6230,9,Health & Wellness,8/21/2021
52429,NexGen Systems,Email,Men 25-34,30 days,Instagram,0.14,5672,4.8,Houston,French,414,7859,8,Health & Wellness,8/22/2021
